"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
48,"credits deja rembourses jusqu'a maintenant","appareils menagers",3979,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","inferieur a 1 an","voiture ou autre",41,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
48,"credits deja rembourses jusqu'a maintenant","appareils menagers",6758,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",31,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",3234,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",23,"aucun credit","locataire","non qualifie","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
30,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",5954,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","co-demandeur","compris entre 1 et 4 ans","voiture ou autre",38,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",5433,"compte d'epargne inconnu / non","sans emploi","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",26,"aucun credit","locataire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","business",806,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",22,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","appareils menagers",1082,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",27,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
15,"compte critique /autres credits existants (pas dans cette banque)","radio / television",2788,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","co-demandeur","compris entre 4 et 7 ans","voiture ou autre",24,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",2930,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","vacances",1927,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",33,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2820,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","homme:divorce/separe","aucun","superieur a 7 ans","voiture ou autre",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","formation",937,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","voiture ou autre",27,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1056,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","garant","compris entre 4 et 7 ans","immobilier",30,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3124,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","celibataire","aucun","compris entre 4 et 7 ans","immobilier",49,"banque ","proprietaire","non qualifie","2 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",1388,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",26,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","education",2384,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","celibataire","aucun","inferieur a 1 an","inconnu / pas de propriete",33,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2133,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",52,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","radio / television",2039,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",20,"banque ","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
9,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2799,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",36,"aucun credit","locataire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1289,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","garant","inferieur a 1 an","assurance-vie",21,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","reparations",1217,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","immobilier",47,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","radio / television",2246,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",60,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",385,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","immobilier",58,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","superieur a 7 ans","oui"
24,"retard dans le paiement dans le passe","voiture (nouveau)",1965,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",42,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
21,"credits deja rembourses jusqu'a maintenant","business",1572,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",36,"banque ","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2718,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",20,"aucun credit","locataire","non qualifie","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"tous les credits de cette banque ont ete rembourses","mobilier / equipement",1358,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",40,"etablissements de credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
6,"tous les credits de cette banque ont ete rembourses","voiture (nouveau)",931,"comprise entre 100 et 500 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","assurance-vie",32,"etablissements de credit","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1442,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
24,"aucun credit pris /tous les credits ont ete rembourses","business",4241,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","immobilier",36,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","3 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2775,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",31,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
24,"retard dans le paiement dans le passe","business",3863,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",32,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
7,"credits deja rembourses jusqu'a maintenant","appareils menagers",2329,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","garant","inferieur a 1 an","immobilier",45,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",918,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","assurance-vie",30,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
24,"tous les credits de cette banque ont ete rembourses","vacances",1837,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",34,"banque ","logement gratuit","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","radio / television",3349,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",28,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","pas de compte courant","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","radio / television",1275,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
24,"tous les credits de cette banque ont ete rembourses","radio / television",2828,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",22,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","business",4526,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",74,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","appareils menagers",2671,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","co-demandeur","superieur a 7 ans","inconnu / pas de propriete",50,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",2051,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","celibataire","aucun","inferieur a 1 an","immobilier",33,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",1300,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",45,"banque ","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","reparations",741,"comprise entre 100 et 500 ","sans emploi","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","assurance-vie",22,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1240,"comprise entre 100 et 500 ","superieur a 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",48,"aucun credit","logement gratuit","non qualifie","2 personne","sans telephone","credit avec impaye","superieur ou egale a 200 ","1 credit","oui"
21,"credits deja rembourses jusqu'a maintenant","appareils menagers",3357,"superieur a 1000 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",29,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
24,"tous les credits de cette banque ont ete rembourses","voiture (utilise)",3632,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","garant","superieur a 7 ans","voiture ou autre",22,"banque ","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","non"
18,"retard dans le paiement dans le passe","radio / television",1808,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",22,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
48,"aucun credit pris /tous les credits ont ete rembourses","business",12204,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",48,"banque ","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
60,"retard dans le paiement dans le passe","appareils menagers",9157,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","inconnu / pas de propriete",27,"aucun credit","logement gratuit","cadres","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",3676,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","compris entre 4 et 7 ans","immobilier",37,"aucun credit","locataire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","inferieur a 0 ","3 credits","oui"
30,"credits deja rembourses jusqu'a maintenant","radio / television",3441,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","co-demandeur","superieur a 7 ans","voiture ou autre",21,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",640,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","immobilier",49,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
21,"compte critique /autres credits existants (pas dans cette banque)","business",3652,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 4 et 7 ans","assurance-vie",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",1530,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",32,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
48,"credits deja rembourses jusqu'a maintenant","business",3914,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","immobilier",38,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1858,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","voiture ou autre",22,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",2600,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",65,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
15,"credits deja rembourses jusqu'a maintenant","appareils menagers",1979,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
6,"credits deja rembourses jusqu'a maintenant","radio / television",2116,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",41,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
9,"tous les credits de cette banque ont ete rembourses","voiture (nouveau)",1437,"comprise entre 100 et 500 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",29,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
42,"compte critique /autres credits existants (pas dans cette banque)","radio / television",4042,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",36,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
9,"credits deja rembourses jusqu'a maintenant","vacances",3832,"compte d'epargne inconnu / non","superieur a 7 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","immobilier",64,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",3660,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"tous les credits de cette banque ont ete rembourses","radio / television",1553,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",44,"banque ","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","appareils menagers",1444,"compte d'epargne inconnu / non","inferieur a 1 an","superieur a 35%","celibataire","aucun","inferieur a 1 an","assurance-vie",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",1980,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","co-demandeur","compris entre 1 et 4 ans","voiture ou autre",19,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1355,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",25,"aucun credit","proprietaire","non qualifie","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","vacances",1393,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",47,"banque ","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit bien rembourse","pas de compte courant","3 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",1376,"comprise entre 500 et 1000 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","voiture ou autre",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
60,"retard dans le paiement dans le passe","appareils menagers",15653,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","voiture ou autre",21,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",1493,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","voiture ou autre",34,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
42,"retard dans le paiement dans le passe","appareils menagers",4370,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",26,"banque ","proprietaire","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","vacances",750,"inferieur a 100 ","sans emploi","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","immobilier",27,"aucun credit","proprietaire","sans emploi","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","education",1308,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",38,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
15,"credits deja rembourses jusqu'a maintenant","vacances",4623,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",40,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1851,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","homme: marie/veuf","garant","compris entre 1 et 4 ans","voiture ou autre",33,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1880,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","homme: marie/veuf","aucun","inferieur a 1 an","assurance-vie",32,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
36,"retard dans le paiement dans le passe","business",7980,"compte d'epargne inconnu / non","inferieur a 1 an","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",27,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","pas de compte courant","2 credits","oui"
30,"aucun credit pris /tous les credits ont ete rembourses","radio / television",4583,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","homme:divorce/separe","garant","compris entre 1 et 4 ans","immobilier",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1386,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",26,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",947,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",38,"banque ","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","superieur ou egale a 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","vacances",684,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",40,"aucun credit","locataire","non qualifie","2 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
48,"credits deja rembourses jusqu'a maintenant","vacances",7476,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","inferieur a 1 an","inconnu / pas de propriete",50,"aucun credit","logement gratuit","cadres","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","radio / television",1922,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",37,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
