duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,compte,nombre_credit,travailleur_etranger,taux_endettement_num,revenus_estimes,debt_to_income_ratio,credit_utilization_ratio,savings_rate,expense_to_income_ratio,repayment_capacity,payment_history_score,credit_mix_diversity,recent_inquiries_count,account_age_average,bankruptcy_risk_score,late_payment_frequency,credit_limit_usage,employment_stability_score,age_income_segment,age_income_combined,education_employment_match,regional_risk_factor,age_income_interaction,debt_income_interaction,score_utilization_interaction,amount_duration_interaction,education_employment,marital_housing,purpose_amount,age_category_income,employment_stability_payment,account_age_months,time_since_last_payment,credit_history_length,application_month,seasonal_risk_indicator,holiday_proximity,income_trend,spending_trend,credit_usage_trend,cible
18,compte critique /autres credits existants (pas dans cette banque),business,1887.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,28.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,compris entre 0 et 200,2 credits,oui,40.0,4717.5,0.4,0.4,0.0,0.04,2830.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,132.09,890.19225,0.2,339.66,homme: marie/veuf_compris entre 1 et 4 ans,homme: marie/veuf_proprietaire,business_low,young_income_low,0.15,0.0,69.85337042602896,20.352013718067596,9,0.4,0,-0.05993750229537729,0.08049791287909293,0.0353641744278796,0
24,retard dans le paiement dans le passe,business,7870.5,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,27.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,2 credits,oui,22.5,34980.0,0.225,0.225,0.0,0.022500000000000003,27109.5,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_medium,0.5,0.4,944.46,27531.009,0.1125,1888.92,celibataire_inferieur a 1 an,celibataire_proprietaire,business_high,young_income_med,0.15,0.0,21.11122469270263,17.509899636013877,11,0.2,0,0.0005243699718183166,0.17785562319944953,-0.10933601691745308,1
14,retard dans le paiement dans le passe,voiture (nouveau),802.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,27.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,2005.0,0.4,0.4,0.0,0.04,1203.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,54.135,160.801,0.2,112.28,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,voiture (nouveau)_low,young_income_low,0.15,0.0,52.5399767256999,2.5769963782609384,6,0.5,1,0.004698059376474206,0.10784299659976,-0.054331022065210656,0
18,retard dans le paiement dans le passe,voiture (nouveau),2899.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,43.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,compris entre 0 et 200,1 credit,oui,40.0,7247.5,0.4,0.4,0.0,0.04000000000000001,4348.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,311.6425,2101.05025,0.2,521.82,celibataire_superieur a 7 ans,celibataire_proprietaire,voiture (nouveau)_medium,middle_income_low,0.15,0.0,11.572062784935248,6.0622311805779745,7,0.6,1,-0.04500654714792437,0.14940715287087245,0.33469041805970745,0
24,credits deja rembourses jusqu'a maintenant,appareils menagers,2039.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,homme: marie/veuf,aucun,inferieur a 1 an,assurance-vie,22.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,15.0,13593.333333333334,0.15,0.15,0.0,0.015,11554.333333333334,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_low,0.5,0.4,299.0533333333334,2771.6806666666666,0.075,489.36,homme: marie/veuf_inferieur a 1 an,homme: marie/veuf_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,67.76371543637778,17.644627127929297,10,0.3,0,0.062284993234749876,-0.11351926328541911,0.26809221035806957,1
24,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),2197.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,43.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,avec telephone,pas de compte courant,2 credits,oui,40.0,5492.5,0.4,0.4,0.0,0.04,3295.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,236.1775,1206.70225,0.2,527.28,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,voiture (utilise)_low,middle_income_low,0.15,0.0,14.789653621805137,6.105075638770142,7,0.6,1,-0.10676204293825944,-0.21327160001127657,-0.25991624738551955,0
15,credits deja rembourses jusqu'a maintenant,appareils menagers,1053.0,inferieur a 100,inferieur a 1 an,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,non,40.0,2632.5,0.4,0.4,0.0,0.04000000000000001,1579.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,71.0775,277.20225,0.2,157.95,homme: marie/veuf_inferieur a 1 an,homme: marie/veuf_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,0.32690419845526436,10.652201100017852,10,0.3,0,-0.01423794850212935,0.225200047793323,0.1659464835758349,0
24,credits deja rembourses jusqu'a maintenant,appareils menagers,3235.0,comprise entre 500 et 1000,superieur a 7 ans,compris entre 25% et 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,voiture ou autre,26.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,pas de compte courant,1 credit,oui,30.0,10783.333333333334,0.3,0.3,0.0,0.03,7548.333333333334,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young_adult,young_adult_low,0.5,0.4,280.3666666666667,3488.4083333333338,0.15,776.4,homme:divorce/separe_superieur a 7 ans,homme:divorce/separe_proprietaire,appareils menagers_medium,young_income_low,0.15,0.0,70.73721890887361,15.30031259414731,3,0.2,0,0.012029563171189887,-0.04840197582632036,0.16227931089831843,0
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),939.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,superieur ou egale a 200,3 credits,oui,40.0,2347.5,0.4,0.4,0.0,0.04,1408.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,65.73,220.43025,0.2,112.68,homme: marie/veuf_compris entre 4 et 7 ans,homme: marie/veuf_proprietaire,voiture (nouveau)_low,young_income_low,0.15,0.0,2.871768316454258,6.189933270818188,2,0.1,0,0.051443883405874906,-0.0376249524682571,-0.22965265775052368,1
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1967.0,inferieur a 100,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,20.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,40.0,4917.5,0.4,0.4,0.0,0.04,2950.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young,young_low,0.5,0.4,98.35,967.27225,0.2,472.08,femme:divorcee/separee/mariee_superieur a 7 ans,femme:divorcee/separee/mariee_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,11.539609001551167,12.63225303687576,9,0.4,0,0.07116148780888898,0.19922912127735867,0.16375552875097213,0
33,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),7253.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,35.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,pas de compte courant,2 credits,oui,30.0,24176.666666666668,0.3,0.3,0.0,0.030000000000000002,16923.666666666668,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young_adult,young_adult_medium,0.5,0.4,846.1833333333334,17535.336333333333,0.15,2393.49,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,voiture (utilise)_high,middle_income_med,0.15,0.0,89.90917149564856,3.995847030490774,8,0.5,1,-0.11246420918378693,0.08343450141009899,0.30758638368251057,0
12,compte critique /autres credits existants (pas dans cette banque),business,2292.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,42.0,etablissements de credit,proprietaire,cadres,1 personne,avec telephone,pas de compte courant,2 credits,oui,40.0,5730.0,0.4,0.4,0.0,0.04,3438.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,240.66,1313.316,0.2,275.04,celibataire_sans emploi,celibataire_proprietaire,business_low,middle_income_low,0.15,0.0,90.23848620311969,8.391794136292718,12,0.8,1,-0.15341141707356223,0.06838316581224115,-0.22450896124888278,1
10,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1597.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,40.0,aucun credit,locataire,non qualifie,2 personne,sans telephone,pas de compte courant,1 credit,non,30.0,5323.333333333334,0.3,0.3,0.0,0.03,3726.333333333334,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,adult,adult_low,0.5,0.4,212.93333333333337,850.1363333333334,0.15,159.7,celibataire_compris entre 1 et 4 ans,celibataire_locataire,voiture (nouveau)_low,middle_income_low,0.15,0.0,25.559918731657913,13.918691604855223,10,0.3,0,0.1277676821898509,0.3247503517351626,-0.18350056420285274,0
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1381.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,oui,40.0,3452.5,0.4,0.4,0.0,0.04,2071.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,120.8375,476.79025,0.2,331.44,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,29.976902411715738,2.442037598809984,7,0.6,1,0.033231401197959164,-0.09652773455702145,0.2035322933687005,1
36,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),5842.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,avec telephone,pas de compte courant,2 credits,oui,22.5,25964.444444444445,0.225,0.225,0.0,0.022500000000000003,20122.444444444445,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_medium,0.5,0.4,908.7555555555556,15168.428444444446,0.1125,2103.12,celibataire_superieur a 7 ans,celibataire_proprietaire,voiture (utilise)_high,middle_income_med,0.15,0.0,17.85043990868573,14.642848427762393,9,0.4,0,-0.07484865365565536,0.13917601921218556,0.0542990621651296,0
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2579.0,inferieur a 100,inferieur a 1 an,superieur a 35%,celibataire,aucun,inferieur a 1 an,immobilier,33.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,inferieur a 0,1 credit,oui,40.0,6447.5,0.4,0.4,0.0,0.04000000000000001,3868.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,212.7675,1662.81025,0.2,309.48,celibataire_inferieur a 1 an,celibataire_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,10.41068336238591,11.882173206439912,4,0.3,0,0.1551151975522523,0.008551968734562675,0.11029525504790466,1
18,retard dans le paiement dans le passe,vacances,7870.5,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,inferieur a 0,2 credits,oui,15.0,52470.0,0.15,0.15,0.0,0.015000000000000001,44599.5,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_high,0.5,0.4,1206.81,41296.5135,0.075,1416.69,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_locataire,vacances_high,young_income_high,0.15,0.0,11.954590036511693,15.314939726502887,4,0.3,0,0.011567463429285867,0.04028884182948854,0.06811784328009936,0
21,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2782.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,31.0,banque,proprietaire,cadres,1 personne,sans telephone,pas de compte courant,1 credit,oui,15.0,18546.666666666668,0.15,0.15,0.0,0.014999999999999998,15764.666666666668,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young_adult,young_adult_medium,0.5,0.4,574.9466666666667,5159.6826666666675,0.075,584.22,femme:divorcee/separee/mariee_compris entre 4 et 7 ans,femme:divorcee/separee/mariee_proprietaire,voiture (nouveau)_low,middle_income_med,0.15,0.0,33.48970739785519,13.343484804387968,1,0.1,0,0.11792971840638265,0.22927026396187974,0.07813918418562883,0
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1042.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,compris entre 0 et 200,1 credit,oui,40.0,2605.0,0.4,0.4,0.0,0.04,1563.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,85.965,271.441,0.2,187.56,femme:divorcee/separee/mariee_compris entre 1 et 4 ans,femme:divorcee/separee/mariee_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,41.87513620989232,20.184842579843064,8,0.5,1,0.006751848141010895,0.07617536344344356,-0.2652944256622166,1
15,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3186.0,superieur a 1000,compris entre 4 et 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,20.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,oui,22.5,14160.0,0.225,0.225,0.0,0.022500000000000003,10974.0,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young,young_low,0.5,0.4,283.2,4511.376,0.1125,477.9,femme:divorcee/separee/mariee_compris entre 4 et 7 ans,femme:divorcee/separee/mariee_locataire,voiture (nouveau)_medium,young_income_low,0.15,0.0,47.04586248663446,12.751347015887443,12,0.8,1,0.2060747924881987,0.08074441185744494,0.20946354132428968,0
12,credits deja rembourses jusqu'a maintenant,voiture (utilise),2028.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,compris entre 0 et 200,1 credit,oui,40.0,5070.0,0.4,0.4,0.0,0.04,3042.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,152.1,1028.196,0.2,243.36,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,voiture (utilise)_low,young_income_low,0.15,0.0,46.764930955462255,9.423566753248483,3,0.2,0,0.17553408424432046,0.1608761005964703,0.23391799848555472,0
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),958.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,47.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,compris entre 0 et 200,2 credits,oui,22.5,4257.777777777777,0.22500000000000003,0.225,0.0,0.022500000000000006,3299.7777777777774,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,mature,mature_low,0.5,0.4,200.11555555555555,407.8951111111111,0.1125,114.96,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,voiture (nouveau)_low,middle_income_low,0.15,0.0,2.869108396209583,12.733785018193704,7,0.6,1,-0.02489641484790735,-0.0547429094314328,-0.04587814881360555,0
21,retard dans le paiement dans le passe,radio / television,1591.0,comprise entre 100 et 500,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,34.0,aucun credit,proprietaire,cadres,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,3977.5,0.4,0.4,0.0,0.04000000000000001,2386.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,135.235,632.82025,0.2,334.11,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,radio / television_low,middle_income_low,0.15,0.0,20.46148789720068,15.259788174218327,12,0.8,1,0.09715709509543555,-0.12588145010085094,-0.008695389962772486,0
12,credits deja rembourses jusqu'a maintenant,radio / television,2762.0,compte d'epargne inconnu / non,superieur a 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,25.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,15.0,18413.333333333336,0.14999999999999997,0.15,0.0,0.014999999999999998,15651.333333333336,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_medium,0.5,0.4,460.33333333333337,5085.762666666667,0.075,331.44,femme:divorcee/separee/mariee_superieur a 7 ans,femme:divorcee/separee/mariee_proprietaire,radio / television_low,young_income_med,0.15,0.0,1.7784511934621339,12.293160421954227,2,0.1,0,0.06453759495851476,-0.15672137910315503,-0.30622150051114444,1
18,credits deja rembourses jusqu'a maintenant,voiture (utilise),2779.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,voiture ou autre,21.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,15.0,18526.666666666668,0.15,0.15,0.0,0.015000000000000001,15747.666666666668,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_medium,0.5,0.4,389.06,5148.560666666667,0.075,500.22,homme: marie/veuf_compris entre 1 et 4 ans,homme: marie/veuf_locataire,voiture (utilise)_low,young_income_med,0.15,0.0,23.923839470861786,12.243550147223294,2,0.1,0,0.13686315575323488,-0.29495348840640023,0.10285095120356698,0
28,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2743.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,29.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,6857.5,0.4,0.4,0.0,0.04,4114.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,198.8675,1881.01225,0.2,768.04,celibataire_superieur a 7 ans,celibataire_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,17.476658249618506,7.788049873159467,7,0.6,1,-0.09649234605801045,0.3084310694910483,0.11441148834282883,0
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1149.0,superieur a 1000,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,46.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,2 credits,oui,40.0,2872.5,0.4,0.4,0.0,0.04,1723.5,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,mature,mature_low,0.5,0.4,132.135,330.05025,0.2,206.82,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,appareils menagers_low,middle_income_low,0.15,0.0,65.59855992662403,8.02259449469431,6,0.5,1,0.06860514599984394,-0.16548125485825246,-0.0124382033998622,0
9,credits deja rembourses jusqu'a maintenant,radio / television,1313.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,voiture ou autre,20.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,pas de compte courant,1 credit,oui,15.0,8753.333333333334,0.15,0.15,0.0,0.015,7440.333333333334,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,young,young_low,0.5,0.4,175.0666666666667,1149.3126666666667,0.075,118.17,celibataire_superieur a 7 ans,celibataire_proprietaire,radio / television_low,young_income_low,0.15,0.0,12.965748584036552,3.5843683692018384,3,0.2,0,0.10584244868495879,-0.0331880435378658,0.22487067197410054,0
18,compte critique /autres credits existants (pas dans cette banque),education,1190.0,inferieur a 100,sans emploi,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,55.0,aucun credit,logement gratuit,sans emploi,2 personne,sans telephone,inferieur a 0,3 credits,oui,22.5,5288.888888888889,0.225,0.225,0.0,0.0225,4098.888888888889,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,mature,mature_low,0.5,0.4,290.88888888888886,629.3777777777779,0.1125,214.2,femme:divorcee/separee/mariee_sans emploi,femme:divorcee/separee/mariee_logement gratuit,education_low,senior_income_low,0.15,0.0,3.735179326573526,22.497460459121637,9,0.4,0,-0.17587394864231143,-0.0415219949833381,-0.0668154461959881,1
5,credits deja rembourses jusqu'a maintenant,business,3448.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,immobilier,64.5,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,pas de compte courant,1 credit,oui,15.0,22986.666666666668,0.15,0.15,0.0,0.015,19538.666666666668,0.5,0.5,0.0,0.0,0.46,0.3,0.15,0.3,senior,senior_medium,0.5,0.4,1482.64,7925.802666666667,0.075,172.4,celibataire_compris entre 4 et 7 ans,celibataire_proprietaire,business_medium,senior_income_med,0.15,0.0,4.629229636263581,4.53682058765229,10,0.3,0,-0.11832585126657752,0.046111004671365106,0.11292118517872006,0
24,credits deja rembourses jusqu'a maintenant,mobilier / equipement,7870.5,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,co-demandeur,compris entre 4 et 7 ans,voiture ou autre,29.0,banque,proprietaire,cadres,1 personne,avec telephone,compris entre 0 et 200,2 credits,oui,22.5,34980.0,0.225,0.225,0.0,0.022500000000000003,27109.5,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young_adult,young_adult_medium,0.5,0.4,1014.42,27531.009,0.1125,1888.92,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,mobilier / equipement_high,young_income_med,0.15,0.0,43.00291641237281,7.842568813224556,6,0.5,1,-0.20392321777601008,0.1223605818808945,-0.20393286773842312,1
6,compte critique /autres credits existants (pas dans cette banque),radio / television,1872.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,inferieur a 0,3 credits,oui,40.0,4680.0,0.4,0.4,0.0,0.04,2808.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,adult,adult_low,0.5,0.4,168.48,876.096,0.2,112.32,celibataire_sans emploi,celibataire_logement gratuit,radio / television_low,middle_income_low,0.15,0.0,28.88717039244105,7.689556406584815,10,0.3,0,-0.026940683444455778,0.1290710232539618,-0.004710430174847624,0
24,compte critique /autres credits existants (pas dans cette banque),education,2058.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,immobilier,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,pas de compte courant,2 credits,oui,40.0,5145.0,0.4,0.4,0.0,0.04,3087.0,0.5,0.5,0.0,0.0,0.56,0.3,0.4,0.3,young_adult,young_adult_low,0.5,0.4,169.785,1058.841,0.2,493.92,homme:divorce/separe_compris entre 1 et 4 ans,homme:divorce/separe_proprietaire,education_low,middle_income_low,0.15,0.0,3.1982613673615634,17.36954626166665,10,0.3,0,0.07175422557959624,-0.08746161578534077,-0.03487085158056717,0
9,credits deja rembourses jusqu'a maintenant,radio / television,2136.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,inferieur a 0,1 credit,oui,30.0,7120.0,0.3,0.3,0.0,0.030000000000000002,4984.0,0.5,0.5,0.0,0.0,0.52,0.3,0.3,0.3,young,young_low,0.5,0.4,178.0,1520.832,0.15,192.24,celibataire_compris entre 1 et 4 ans,celibataire_proprietaire,radio / television_low,young_income_low,0.15,0.0,2.6356656500581526,10.230301930247833,6,0.5,1,0.15023570520960283,-0.025068257067961723,0.04506158440818832,0
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1484.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,inferieur a 1 an,immobilier,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,compris entre 0 et 200,1 credit,oui,22.5,6595.555555555556,0.225,0.225,0.0,0.0225,5111.555555555556,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young,young_low,0.5,0.4,164.8888888888889,978.7804444444444,0.1125,178.08,homme: marie/veuf_compris entre 1 et 4 ans,homme: marie/veuf_proprietaire,appareils menagers_low,young_income_low,0.15,0.0,36.21625414959299,19.486452436042402,1,0.1,0,0.007409478041977519,0.04238699257324494,-0.07390538576667172,1
6,credits deja rembourses jusqu'a maintenant,education,660.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,23.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,pas de compte courant,1 credit,oui,22.5,2933.3333333333335,0.22499999999999998,0.225,0.0,0.0225,2273.3333333333335,0.5,0.5,0.0,0.0,0.49000000000000005,0.3,0.225,0.3,young,young_low,0.5,0.4,67.46666666666667,193.6,0.1125,39.6,homme: marie/veuf_compris entre 4 et 7 ans,homme: marie/veuf_locataire,education_low,young_income_low,0.15,0.0,2.266382685773914,7.959056254536788,4,0.3,0,0.1628615545571292,-0.03730366892753206,-0.02629451913433356,0
