duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,cible,compte,nombre_credit,travailleur_etranger
30,credits deja rembourses jusqu'a maintenant,radio / television,3622.0,superieur a 1000,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,57.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
15,retard dans le paiement dans le passe,radio / television,960.0,superieur a 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1163.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,44.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
6,retard dans le paiement dans le passe,voiture (nouveau),1209.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,47.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,3077.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,voiture ou autre,52.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3757.0,inferieur a 100,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,co-demandeur,superieur a 7 ans,inconnu / pas de propriete,62.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1418.0,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,35.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,non
6,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3518.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,garant,compris entre 4 et 7 ans,assurance-vie,26.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1934.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
27,aucun credit pris /tous les credits ont ete rembourses,business,7870.5,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,42.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
6,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1237.0,comprise entre 100 et 500,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
6,credits deja rembourses jusqu'a maintenant,appareils menagers,368.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,38.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),2122.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,39.0,aucun credit,locataire,non qualifie,2 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,non
24,credits deja rembourses jusqu'a maintenant,radio / television,2996.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,superieur a 7 ans,voiture ou autre,20.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,radio / television,7870.5,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,celibataire,co-demandeur,inferieur a 1 an,inconnu / pas de propriete,29.0,aucun credit,locataire,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),radio / television,1585.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,40.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,1301.0,inferieur a 100,superieur a 7 ans,superieur a 35%,homme: marie/veuf,garant,compris entre 1 et 4 ans,immobilier,32.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1323.0,comprise entre 100 et 500,superieur a 7 ans,compris entre 20% et 25%,homme:divorce/separe,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3123.0,inferieur a 100,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (utilise),5493.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,42.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,appareils menagers,1126.0,comprise entre 100 et 500,superieur a 7 ans,compris entre 20% et 25%,homme:divorce/separe,aucun,superieur a 7 ans,immobilier,49.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1216.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,38.0,banque,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1207.0,inferieur a 100,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,24.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
10,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1309.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,celibataire,garant,superieur a 7 ans,assurance-vie,27.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,pas de compte courant,1 credit,oui
15,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),2360.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
15,tous les credits de cette banque ont ete rembourses,voiture (nouveau),6850.0,comprise entre 100 et 500,sans emploi,inferieur a 20%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,34.0,aucun credit,proprietaire,cadres,2 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1413.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,assurance-vie,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
39,credits deja rembourses jusqu'a maintenant,voiture (utilise),7870.5,comprise entre 100 et 500,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,45.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),759.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (utilise),4686.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,32.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
15,credits deja rembourses jusqu'a maintenant,business,2687.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,assurance-vie,26.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
12,retard dans le paiement dans le passe,appareils menagers,585.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,co-demandeur,superieur a 7 ans,immobilier,20.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2255.0,compte d'epargne inconnu / non,inferieur a 1 an,superieur a 35%,celibataire,aucun,inferieur a 1 an,assurance-vie,54.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),609.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,assurance-vie,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,non
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1361.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,immobilier,40.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,non
36,compte critique /autres credits existants (pas dans cette banque),radio / television,7127.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
6,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1203.0,comprise entre 100 et 500,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,43.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),appareils menagers,700.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
24,compte critique /autres credits existants (pas dans cette banque),education,5507.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,44.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,3190.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
42,aucun credit pris /tous les credits ont ete rembourses,radio / television,7119.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,53.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),3488.0,comprise entre 100 et 500,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,23.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,1113.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,garant,superieur a 7 ans,immobilier,26.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
26,credits deja rembourses jusqu'a maintenant,voiture (utilise),7870.5,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
15,compte critique /autres credits existants (pas dans cette banque),vacances,1532.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,31.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
4,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1503.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,immobilier,42.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
36,credits deja rembourses jusqu'a maintenant,appareils menagers,2302.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme:divorce/separe,aucun,superieur a 7 ans,voiture ou autre,31.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,voiture (nouveau),662.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,immobilier,41.0,aucun credit,proprietaire,non qualifie,2 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,vacances,2273.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
15,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2631.0,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,28.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
12,retard dans le paiement dans le passe,voiture (utilise),1503.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,41.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1311.0,comprise entre 100 et 500,compris entre 4 et 7 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,assurance-vie,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,3105.0,compte d'epargne inconnu / non,inferieur a 1 an,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
21,compte critique /autres credits existants (pas dans cette banque),vacances,2319.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,homme:divorce/separe,aucun,inferieur a 1 an,voiture ou autre,33.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,superieur ou egale a 200,1 credit,oui
6,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1374.0,compte d'epargne inconnu / non,sans emploi,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,assurance-vie,64.5,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),radio / television,3612.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7763.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,42.0,banque,logement gratuit,cadres,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,3049.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,45.0,etablissements de credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1534.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,homme: marie/veuf,aucun,inferieur a 1 an,immobilier,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,retard dans le paiement dans le passe,voiture (nouveau),2032.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,60.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
30,credits deja rembourses jusqu'a maintenant,radio / television,6350.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,31.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,2864.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,immobilier,34.0,aucun credit,proprietaire,non qualifie,2 personne,sans telephone,credit avec impaye,superieur ou egale a 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1255.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,61.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
24,retard dans le paiement dans le passe,voiture (nouveau),1333.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,43.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),2022.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,37.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,appareils menagers,1552.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,32.0,banque,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,tous les credits de cette banque ont ete rembourses,appareils menagers,626.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,24.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),7870.5,compte d'epargne inconnu / non,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,inconnu / pas de propriete,35.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),education,996.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,23.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
6,tous les credits de cette banque ont ete rembourses,appareils menagers,1750.0,comprise entre 500 et 1000,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,assurance-vie,45.0,banque,proprietaire,non qualifie,2 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,appareils menagers,6999.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,homme: marie/veuf,garant,inferieur a 1 an,immobilier,34.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),1995.0,comprise entre 100 et 500,inferieur a 1 an,superieur a 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,vacances,1199.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,64.5,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1331.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,inferieur a 1 an,voiture ou autre,22.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
18,aucun credit pris /tous les credits ont ete rembourses,voiture (nouveau),2278.0,comprise entre 100 et 500,inferieur a 1 an,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
21,aucun credit pris /tous les credits ont ete rembourses,voiture (nouveau),5003.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,29.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
24,tous les credits de cette banque ont ete rembourses,radio / television,3552.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,27.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),radio / television,1928.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,31.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (utilise),2964.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,49.0,banque,logement gratuit,employe qualifie / fonctionnaire,2 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
24,tous les credits de cette banque ont ete rembourses,appareils menagers,1546.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,garant,superieur a 7 ans,voiture ou autre,24.0,banque,locataire,non qualifie,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
6,retard dans le paiement dans le passe,appareils menagers,683.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,29.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,compte d'epargne inconnu / non,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,37.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
24,retard dans le paiement dans le passe,business,4712.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,37.0,banque,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,retard dans le paiement dans le passe,appareils menagers,1553.0,comprise entre 100 et 500,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1372.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,homme:divorce/separe,aucun,compris entre 4 et 7 ans,voiture ou autre,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2578.0,superieur a 1000,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,34.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
